"names","delta_coef","theta_coef","alpha_coef","beta_coef","gamma_coef","x","y","z"
"l.parahippocampal",-0.000398884147528536,-0.000141163098598123,0.000246661537279003,0.000290772865760669,-6.12127642618537e-05,-21.148532731377,-26.7598194130926,-16.8993227990971
"l.paracentral",-0.00160952279457318,-0.000586740057489228,0.000586435875167928,0.000845262191231075,0.000705934020208649,-4.36663914120562,-26.6668042939719,62.2648637489678
"l.parsopercularis",-0.000872911679373544,-1.90162028662837e-05,0.000357311652894505,0.000265278626794515,0.000163907078150686,-46.5768960180104,20.3396651188969,15.9380892078233
"l.parsorbitalis",-0.000861195457954832,4.72404887180064e-05,0.000381785501265869,0.000195975152790777,0.000204424002321356,-40.6994451294698,43.9442046855734,-11.5918618988903
"l.parstriangularis",-0.000839053614307598,-6.41102377461966e-05,0.000331256614341047,0.000268701460174597,0.000143199198864133,-45.6955581761006,35.6717767295597,2.56996855345912
"l.pericalcarine",-0.0010751966614465,-0.000553696089832499,0.000248653564633046,0.000518658166048211,0.00102957336099953,-9.82888977317947,-77.5658575407879,8.94826900119379
"l.postcentral",-0.00100181519434673,-0.000279158060781235,0.00035086168787754,0.000663641825107941,0.000179798030269522,-44.5775840802566,-18.2702902721816,44.9976975577666
"l.posteriorcingulate",-0.000336693758312005,-0.000187487665428213,0.000212181398810585,0.000103985506105319,3.23610443679877e-05,-2.9421686746988,-16.204578313253,41.4236144578313
"l.precentral",-0.000696227483978338,-6.34691969523454e-06,0.000399155638760983,0.000377637007031307,-0.000150484559549358,-40.4243109708911,-4.15500922673969,45.1439371391154
"l.precuneus",-1.24241636703222e-05,1.41845317852582e-06,0.000417608422438301,1.58617012250387e-05,-0.000503135750637246,-6.83231427697952,-55.8816111280954,40.8780189544482
"l.rostralanteriorcingulate",6.88343780270589e-05,0.000104068231603627,0.000117311306460162,-0.000135782105572317,-0.000225933244403629,-3.25521292217327,40.688986784141,5.33715124816446
"l.rostralmiddlefrontal",-0.00073445810325803,-4.06318971894262e-05,0.000354530793033257,0.000305234614919542,-5.99985970614725e-06,-31.4314344996699,50.420871451476,18.8897953409412
"l.superiorfrontal",-0.000220670272470772,0.00022860990621309,0.000167960372107261,8.00064363129013e-06,-0.000290195820272744,-8.949020540412,31.8514610148331,45.8012246960554
"l.superiorparietal",-0.000688876359275809,-0.000113841277340344,0.000383414350502948,0.000323677959536026,-7.19805367171705e-05,-20.9455061830661,-62.6558783503935,53.0282231820602
"l.superiortemporal",-0.000945793913403984,-0.000267595682310807,0.000543310174428431,0.000475918805938984,5.55850445479856e-05,-51.2735454284895,-5.20458584121525,-3.60647750071654
"l.supramarginal",-0.00111036975634882,-0.000201888619216645,0.000519316863599811,0.00057639832346403,8.19245506644355e-05,-53.1636964150554,-34.1458749053877,37.2075276955893
"l.frontalpole",-0.00226564969793633,-0.000150465576322273,0.000708301481191952,0.00136878946767403,0.000510488248613546,-4.29315628192033,69.6996935648621,-9.55464759959142
"l.temporalpole",-0.000531346784244533,-0.000259241249340048,0.000228709573025119,0.000268462854608344,9.06751020922968e-05,-24.4948083067093,15.6757188498403,-35.9580670926518
"l.transversetemporal",-0.000999304436390848,-0.000224570612827062,0.000303532415046362,0.000452716677644113,0.000324548642634473,-43.9167643610785,-15.9912075029308,9.91324736225088
"l.insula",-0.000357390959339636,-0.000119331845035103,0.000352326549529225,-3.10362557959164e-05,6.16617211421318e-05,-35.0543084721217,3.61465121892349,2.63975380159305
"r.bankssts",-0.00127455718057141,-0.000565425436136464,0.000668470852420008,0.00082354018113705,0.000438063625505274,56.4603064066852,-40.7743732590529,10.8321727019499
"r.caudalanteriorcingulate",-0.000588925057914213,-0.000448711236644753,0.000167368334847304,0.000438842160417674,0.000408842672108743,7.17597648047039,24.2969340613188,28.7979840403192
"r.caudalmiddlefrontal",-0.00100653632774152,-0.000553175075764938,0.000181089012142248,0.000485092838669017,0.000879651781173697,39.3179190751445,14.8343330788527,50.9165666921147
"r.cuneus",-0.00246229095377007,-0.000399010738937043,0.000542338741983026,0.00115691602243256,0.00101875847595522,9.32780513086292,-77.7408655091993,22.7136563876652
"r.entorhinal",-0.000578514638643179,-0.000305679020808017,0.000302603284906486,0.000323443805432465,0.00016516629992913,25.8349973725696,-2.10614818707304,-31.5291644771414
"r.fusiform",-0.000448632942471702,-0.000194502214353043,0.000359616344711472,0.000226401108944743,5.1796390747563e-05,37.7355905511811,-37.8190551181102,-21.1842519685039
"r.inferiorparietal",-0.00126611911174991,-0.000442733979065049,0.000625742526243781,0.000531749265278397,0.000570562980850152,46.0943548387097,-65.7602357320099,34.2081265508685
"r.inferiortemporal",-0.000493931421004541,-0.000138199218454969,0.000395711969411457,0.000164153472126796,-1.5655094646172e-05,54.5252826524242,-29.8571824928903,-22.8331136852327
"r.isthmuscingulate",-0.000925018944930398,-0.000422789806586301,0.0003548223719246,0.000646603313176139,0.000325906931301347,9.54160935350757,-42.5725584594223,22.7747592847318
"r.lateraloccipital",-0.000644550777669399,0.000126033475733616,0.000283428776731867,0.000137494728621761,2.66987811357553e-05,35.2696760158496,-85.170072255458,3.14357858752234
"r.lateralorbitofrontal",-0.000734658197430216,-0.000234771428346228,0.000332859051226589,0.000279039886719266,0.000347455842626289,26.8485112880358,34.2957792561893,-16.5297197077108
"r.lingual",-0.000719056198798545,-0.000339074899026496,0.000287749612120933,0.000405323174127899,0.000311795185778694,16.054427592955,-66.2654109589041,-2.26479941291585
"r.medialorbitofrontal",-0.000604662918297506,-0.000174173677235281,0.000262137131722604,0.000170736347321147,0.000295255634521918,7.73885116535144,40.9697192145348,-14.9328317122408
"r.middletemporal",-0.000808587720358497,-0.000274243273546222,0.0004788093926207,0.000415402626939229,0.000111210199160139,61.0872157596306,-20.666101595838,-12.4122289121412
"r.parahippocampal",-0.00033873764659887,-0.000292824724618927,0.000181217976807426,0.000244520908705668,0.000190948096563647,25.5916463909165,-27.6666666666667,-15.9030819140308
"r.paracentral",-0.00141023618795797,-0.000715825667737845,0.000395503123234346,0.000958131826238883,0.000765979366729893,9.5739493102342,-22.9270131536734,61.3516201475778
"r.parsopercularis",-0.00128032826821622,-0.000436702237943335,0.000423922402046594,0.000567461449853651,0.000674064679043378,50.7788576300085,18.4893435635124,16.2547314578005
"r.parsorbitalis",-0.0011758904758461,-0.000408118938024807,0.000234851254893242,0.000457506167976435,0.000858463874622721,45.3822424892704,44.1309012875536,-11.2762875536481
"r.parstriangularis",-0.0010530321683167,-0.000354435891399593,0.000359331841774226,0.000339338804492379,0.000572835731413025,51.1374324753734,34.9401016841436,4.85827772481729
"r.pericalcarine",-0.00204358671249214,0.00028556971085262,0.00109109543745992,0.000480942775547054,0.000270393511043175,13.9582859309822,-78.164960182025,9.08342813803565
"r.postcentral",-0.000982828541030031,-0.000351964343250676,0.000329508477606286,0.000546922415509139,0.000433226183168478,48.8187456324249,-18.6563591893781,47.0884870719776
"r.posteriorcingulate",-0.000928777503960253,-0.000399025048856614,0.000430578737703413,0.000597167140574411,0.000275163754480971,7.82599431818182,-14.8496685606061,41.1858428030303
"r.precentral",-0.00110447754874792,-0.000373089482021468,0.000361286675048754,0.000694320995025124,0.000406855040729826,45.1466524343237,-4.3208800332088,45.4561465931329
"r.precuneus",-0.00114169207371477,-0.000460830180390573,0.000581156078398084,0.000677378299111904,0.000300377271548475,11.8211985756497,-55.6687627850595,40.7253579816653
"r.rostralanteriorcingulate",-0.000899008125046587,-0.000418700214432758,0.000471311450705253,0.000402720429867393,-0.000122780304776957,7.56498873027799,39.9117205108941,6.3114199849737
"r.rostralmiddlefrontal",-0.00094995459951652,-0.000308463090177243,0.000345611523525199,0.000393738741260418,0.000456666755871151,36.3043316428605,49.9454240915647,19.7089750151212
"r.superiorfrontal",-0.000582513803998536,-0.000108060281341204,0.000183082720093271,0.000228547244724563,0.000225720945461561,14.0287435241246,33.3503838711691,45.426877223644
"r.superiorparietal",-0.00105668661487595,-0.000509280777325235,0.000611711678365071,0.000496518180785142,0.000437226002170672,26.1792603079101,-61.8876305078747,54.4503627676517
"r.superiortemporal",-0.000424977313207653,-0.000282677766932197,0.00016014490220132,0.000273467313430309,0.000215256642190605,56.9801656749504,-5.92509625481274,-3.03401003383502
"r.supramarginal",-0.00124826008841676,-0.000474735942267263,0.00064609299807551,0.000653160314477107,0.000434752874987235,57.7136823799764,-33.1648344823303,35.6274144463077
"r.frontalpole",-0.00262701379113282,-0.000389148919039197,0.000586040334979709,0.00146569965893191,0.000990738826432558,10.0385582564962,69.3788767812238,-10.674769488684
"r.temporalpole",9.51649943409912e-05,-0.000358153698522415,-0.000314874866137152,0.000177996186782731,0.000375801976084015,31.7285968028419,17.4230905861456,-34.9616341030195
"r.transversetemporal",-0.00101667505440517,-0.000167041671347825,0.000307076151993141,0.000638219004866282,0.000221561232507154,48.5340453938585,-16.8985313751669,10.7596795727637
"r.insula",-0.000823108319502976,-0.000391683017154897,0.000425123406365889,0.000398435823010037,0.000362411923278543,39.8403529411765,4.35117647058824,1.84788235294118
