"names","delta_coef","theta_coef","alpha_coef","beta_coef","gamma_coef","x","y","z"
"l.isthmuscingulate_1",-9.7888171960579e-05,2.51135810189883e-05,0.000223158872242001,8.34039373644369e-05,-0.000207027833971214,-4.83310810810811,-42.7243243243243,22.3273648648649
"l.lateraloccipital_1",-0.000771365264913814,-0.000376006661833683,-0.000213915301251825,0.000634393534113772,0.000737976078199633,-18.0338541666667,-94.6304450757576,9.39630681818182
"l.lateralorbitofrontal_1",-0.000601098073130092,-0.000119424435502292,0.000390852187001243,0.000111896876560217,0.000109109810774254,-26.4735099337748,26.1967276977016,-15.1232956758862
"l.lingual_1",4.45995829793668e-05,-5.55280528717747e-05,0.000289215031520269,-0.000103272048979011,3.53920901533628e-05,-8.57151502925156,-74.6592697195885,-3.90821061125681
"l.medialorbitofrontal_1",-0.0005200021206749,0.0001409680526098,0.000345046161206244,5.09750441242153e-05,-0.000149727924648587,-2.44785403275969,41.4291934480614,-16.1764461953141
"l.middletemporal_1",-0.00110852519123247,-0.000277580533010167,0.000663636432259021,0.000641110410551495,1.92640877948148e-05,-58.3677290267257,-44.2220951836501,1.95126482778334
"l.parahippocampal_1",-0.000447471878031734,-7.31523837428331e-05,0.000293810774698501,0.000288374686560962,-0.000135441660881369,-21.148532731377,-26.7598194130926,-16.8993227990971
"l.paracentral_1",-0.00153857387127815,-0.00033310015654985,0.000395728925796308,0.000627363011801359,0.000828730402661259,-4.36663914120562,-26.6668042939719,62.2648637489678
"l.parsopercularis_1",-0.000933355682750328,-2.5769018258889e-06,0.000389581112553082,0.000306686645801714,0.00013828812226267,-46.5768960180104,20.3396651188969,15.9380892078233
"l.parsorbitalis_1",-0.000737425134599726,0.00010583246690984,0.000448815791518091,8.75403209746733e-05,5.08796982404621e-05,-40.6740399385561,43.9373271889401,-11.5769585253456
"l.parstriangularis_1",-0.00072738262714615,-6.52499509606468e-05,0.000373679240937316,0.000247588035880732,4.77095267043799e-05,-45.6700626959248,35.7023902821317,2.57562695924765
"l.pericalcarine_1",-0.000914068369223857,3.55390890350843e-05,0.000389904648501866,0.000171209726336555,0.000688543066979749,-9.81897578404129,-77.5387058356491,8.95156808257245
"l.postcentral_1",-0.000969904431102681,-0.000234361931254725,0.000644533235667092,0.000571024612707428,-4.51642495533415e-05,-19.3137542829173,-31.942731277533,73.2354380812531
"l.posteriorcingulate_1",-0.000237931104776969,-8.77465817597786e-05,0.000171223340104872,4.79140582361066e-05,1.01797501136172e-05,-2.9421686746988,-16.204578313253,41.4236144578313
"l.precentral_1",-0.00113666723941639,-0.000287585590469167,0.000653214283842272,0.000537492115740338,0.000413155607743941,-15.2327389117513,-18.9455875628715,68.7654320987654
"l.precuneus_1",-5.41549097108325e-05,-6.47410613943185e-05,0.000329493263751157,-4.18824285217005e-05,-0.000181956243657052,-5.14448910514068,-47.5773217685636,56.5377617939496
"l.rostralanteriorcingulate_1",0.000113552596086297,0.000136617944108275,0.000201190585829964,-0.000205320644283502,-0.000287923186470715,-3.25521292217327,40.688986784141,5.33715124816446
"l.rostralmiddlefrontal_1",-0.000800752356777276,-0.000119432628348231,0.000323332191186463,0.000383641048210884,0.000160794362004743,-35.1054545454545,37.0420979020979,34.3015384615385
"l.superiorfrontal_1",2.47648838414037e-05,-0.000109552861036376,0.000102638421669545,7.62168484961393e-05,-0.000237476516799683,-7.02658717370287,59.8820496293909,13.3029326458266
"l.superiorparietal_1",-0.000737727346253444,-0.000261238616583148,0.00050122876732518,0.000527929537905496,-0.000125459495673105,-26.8646060078363,-44.3162821070962,63.3308663474097
"l.superiortemporal_1",-0.0012762477213165,-0.000149406082285436,0.000599412192540003,0.000596116180711542,0.000174116133505104,-57.3556601754761,-30.1375989728226,15.5523218489193
"l.supramarginal_1",-0.00102745823472026,-4.02604654607705e-05,0.000505485391401056,0.00044075453689792,-3.70449321512289e-05,-52.1397215010621,-23.2251593108331,28.7340099126741
"l.frontalpole_1",-0.00240677268840712,-0.000168405467576241,0.00068301792416461,0.00145997699522267,0.000584033353337276,-4.29315628192033,69.6996935648621,-9.55464759959142
"l.temporalpole_1",-0.000578708506255017,-0.000186547973613312,0.000338666765488717,0.000283274146230741,-2.7088527882188e-06,-24.4948083067093,15.6757188498403,-35.9580670926518
"l.transversetemporal_1",-0.00102009975335637,-0.000162453516677979,0.000338308906362715,0.0004504103260651,0.000285027099479219,-43.9379754242247,-15.9783499122294,9.90579286132241
"l.insula_1",-0.000310301561128922,6.05136409415939e-05,0.000296185588986275,-7.06776831593457e-05,-4.21820984000918e-05,-35.9293541618093,-7.40522266262532,6.7701095826533
"l.fusiform_2",-0.000849250792681835,-0.000320172803652625,0.000373243806656852,0.000505094989525041,0.000271520690605239,-30.8344030808729,-22.5835116245899,-26.7071744401655
"l.inferiorparietal_2",-0.000703340907843398,9.32917296707888e-05,0.000507779931787512,0.000394335062968744,-0.000491111313080885,-41.1072612554807,-61.5441129290985,41.8820447011015
"l.inferiortemporal_2",-0.000956412857159836,-0.000379567870754436,0.000617469531837569,0.000663990387455039,6.0622671815971e-05,-53.0437389770723,-46.8930041152263,-13.1393298059965
"l.lateraloccipital_2",-0.000570443292829837,-0.000103924914322945,0.000484706890601283,0.000238056188064342,-3.88415441165662e-05,-37.3258923095793,-79.7776278670428,0.204955231203238
"l.lateralorbitofrontal_2",-0.000717811137004327,-0.000187558219959781,0.000382601637848442,0.000220051438716937,0.00016459966067446,-17.4822115384615,46.1427884615385,-16.9391826923077
"l.lingual_2",-0.000661467940297055,0.000165100064105514,0.000356002385652672,0.000228496915987916,-9.76462739346047e-05,-14.9956589147287,-52.0586046511628,-0.34015503875969
"l.middletemporal_2",-0.000921192048841958,-0.000301850686337042,0.000523311202854152,0.000518012485635493,7.18762203883166e-05,-54.1157796451914,-2.78244631185808,-22.9174188193796
"l.postcentral_2",-0.000609599475237725,-0.000181219818471527,0.000118233373156035,0.000569734837606546,4.03167557086614e-05,-41.2569861582659,-24.5732567249935,58.2567249934709
"l.postcentral_3",-0.00141582696175633,-0.000300610366563975,0.000457188723966475,0.000733444660170882,0.000406077976066747,-54.7629029696681,-10.0190566936637,27.7930760679689
"l.precentral_2",-0.000557282700192962,-0.000150774958728045,0.00041088924447963,0.000341287478170739,-2.59030745909737e-05,-33.2233052724856,-13.8185644661054,63.7516614975631
"l.precentral_3",-0.000773148236497505,-0.000221754108699303,0.00031233703420178,0.000436530994867399,8.74918199360663e-05,-45.7330779054917,-1.68863346104725,45.5358876117497
"l.precentral_4",-0.000871949060596271,7.82175994870378e-05,0.000494155788034103,0.000329480831560553,-0.000104180938669717,-51.2593132491092,6.60187884677681,22.9230644638808
"l.precuneus_2",-0.000257734926365812,0.00010595596461507,0.000516745043711047,7.61861190247541e-05,-0.000466133570360684,-7.78998442554211,-60.5732598538397,31.9938900203666
"l.rostralmiddlefrontal_2",-0.000617403983440419,0.000186345849322323,0.00032402423932605,0.000189236900116409,-0.000212280449363173,-31.3948,52.7786666666667,22.3061333333333
"l.rostralmiddlefrontal_3",-0.00105738815742136,-0.000106941033945841,0.000526581708845486,0.000559613560144175,-0.000113848340990605,-27.4028985507246,62.3585049580473,-1.74828375286041
"l.superiorfrontal_2",4.81373840007584e-05,0.000222265529670368,9.78467910026949e-05,1.44817784092576e-05,-0.00059431926501204,-5.47582178755773,49.7575387123064,36.353844064113
"l.superiorfrontal_3",-0.00067186477042611,0.000110933221498413,0.000203091927982295,0.000244927895925651,3.5600442469224e-05,-14.3399950347567,31.2010923535253,53.5440665342602
"l.superiorfrontal_4",-0.000786614454615218,7.80541452498047e-05,0.000389297878572294,0.000242456603841533,4.71613882633902e-05,-8.43392603723182,6.78587528174305,63.2342432590366
"l.superiorparietal_2",-0.000801458984375961,3.42328344359405e-05,0.000574513703965516,0.000241509040927852,-0.000296539236300083,-22.2210138865652,-59.3904969048017,59.0749539902961
"l.superiorparietal_3",-0.000224243589122916,4.8413981222974e-05,0.000214410221717182,0.000122708918926775,-0.000291167673539213,-15.4294952681388,-79.0641955835962,39.8447949526814
"l.superiortemporal_2",-0.00076248826092343,-0.000245866106728402,0.000583284766107234,0.000406835303525917,-0.000116607487911028,-49.0442339309481,3.90847882251625,-10.6092538949346
"l.supramarginal_2",-0.00107647477786728,-0.000218896704646713,0.000539496523133236,0.000582553098739336,8.24979666383425e-05,-53.5829043224866,-38.6453618261292,40.7016998542982
"l.insula_2",-0.000222526821098267,-4.58764135304565e-05,0.00044829011597384,-0.000296997739724379,-2.88315740253928e-05,-34.1153365023768,15.4395796847636,-1.79234425819365
"r.bankssts_1",-0.00136712429927266,-0.000591904087538184,0.000770459027817179,0.000848539038180975,0.000428731835134729,56.456091634849,-40.8018049288441,10.8476223533495
"r.caudalanteriorcingulate_1",-0.000520884771855584,-0.000468028157971984,0.000196158650788784,0.000463424295593373,0.000292553970344856,7.18498322147651,24.3032718120805,28.7973993288591
"r.caudalmiddlefrontal_1",-0.000987668271733876,-0.000610552106583032,0.000132209415986635,0.000462110761588463,0.00095866968289148,39.3060002177938,14.8276162474137,50.9075465534139
"r.cuneus_1",-0.00235976573925783,-0.000347448856865578,0.000560559852109197,0.00107561652313456,0.000931502958904413,9.32780513086292,-77.7408655091993,22.7136563876652
"r.entorhinal_1",-0.000634891663223216,-0.000379259334144391,0.000265181153072394,0.000443920238179463,0.000239362150589557,25.8349973725696,-2.10614818707304,-31.5291644771414
"r.fusiform_1",-0.00100759250485055,-0.000238984889615287,0.000502112310073349,0.00038616902620535,0.00032284868796005,38.2684901925499,-59.8693539679683,-12.1826525103473
"r.inferiorparietal_1",-0.00138677379840426,-0.000596279284203709,0.000771870756633226,0.000545426581186531,0.000629687145677047,48.321884057971,-56.9992753623188,41.2605797101449
"r.inferiortemporal_1",-0.000522849553227321,-0.000391574299225097,0.000405530910237168,0.000200405772076754,0.000171255609946529,50.3681310498883,-8.69530900967982,-34.1448994787789
"r.isthmuscingulate_1",-0.000818759780965404,-0.000390200528637829,0.000315988382843852,0.000650198114663327,0.000259896233350219,9.54604810996564,-42.5725085910653,22.7835051546392
"r.lateraloccipital_1",-0.000680164417283643,0.000286720971487602,0.000144110119595994,1.25776381103386e-05,0.000172409218040898,23.8596112311015,-94.3635709143269,14.2066234701224
"r.lateralorbitofrontal_1",-0.00040502908216225,-0.000212849831812563,0.000191202991970555,0.000118791059688471,0.000281788429539447,28.8760007810974,25.2913493458309,-16.9511814098809
"r.lingual_1",-0.0010263890359474,-0.000690267948145647,0.00025030722157416,0.000780580024848797,0.000675164028308883,12.8208012630748,-74.642194592461,-3.43990526939017
"r.medialorbitofrontal_1",-0.000716713939749398,-3.53802079099406e-05,2.69722622161807e-05,0.000102871517062803,0.000546787831305237,8.19418181818182,53.5272727272727,-11.6629090909091
"r.middletemporal_1",-0.00107736273712226,-0.000238726102891116,0.000466698857803712,0.000512812749498525,0.000334417179061823,62.9794776119403,-44.3816016073479,1.96297359357061
"r.parahippocampal_1",-0.000308670557414309,-0.000324002915833367,0.000135851479221545,0.000261283282226166,0.000215861265732935,25.5916463909165,-27.6666666666667,-15.9030819140308
"r.paracentral_1",-0.00154109272612942,-0.000753725360674316,0.000459101597317971,0.00104935398549264,0.000790748670165897,9.59095268542199,-22.8657289002558,61.3618925831202
"r.parsopercularis_1",-0.00123912474412026,-0.000464982333639191,0.000378294455825791,0.0005370343660911,0.000702055210379855,50.7759972724173,18.4894306171156,16.2545175588135
"r.parsorbitalis_1",-0.00138081859457257,-0.000520555233491063,0.000182680806785169,0.000558022559840775,0.00109752086332317,45.3808630393996,44.1214151701957,-11.2782095952828
"r.parstriangularis_1",-0.00109948970638992,-0.000428139368442532,0.000310832973131763,0.000411626435094145,0.000638197659334078,51.1226594731831,34.9516026658204,4.86099650904475
"r.pericalcarine_1",-0.00220533407148909,8.32786098367636e-05,0.00114516271638776,0.000646597087186353,0.000418689831128309,13.9586964759379,-78.1671087533156,9.07730200833649
"r.postcentral_1",-0.000927635864687783,-0.00042102114735026,0.000303085456287587,0.000570816710494997,0.000483035237722044,60.801127626858,-7.009738595592,22.0463864684777
"r.posteriorcingulate_1",-0.000886069854229864,-0.000371486154564098,0.000423308169625872,0.000647015255956409,0.000119147627469716,7.82599431818182,-14.8496685606061,41.1858428030303
"r.precentral_1",-0.00113374520775963,-0.000193087568261103,0.000493117542341247,0.000561786163198592,0.000284580871917494,56.046357615894,6.72672380210362,19.2573042462018
"r.precuneus_1",-0.000979781459466434,-0.00031357491801536,0.000606094447492913,0.000608222122545159,0.000197574372720335,14.5094279322467,-59.0324384787472,26.675615212528
"r.rostralanteriorcingulate_1",-0.000941910926914822,-0.000491178120619283,0.0004770105026717,0.000475344020474088,-1.35358320007338e-05,7.56590311678558,39.9098760796095,6.30642132932783
"r.rostralmiddlefrontal_1",-0.00113494049134636,-0.000308408598400951,0.000358937429488762,0.000473211195273649,0.000494520755315672,39.2512661576839,42.6232519464812,30.2733388767103
"r.superiorfrontal_1",-0.000871862955596135,-0.000260211238976467,0.000325744971438843,0.000317151125925107,0.000331457040850792,11.1261538461538,59.6070153846154,17.5222153846154
"r.superiorparietal_1",-0.000948393416333053,-0.000397917570120412,0.000280410011485137,0.000559641674766872,0.00048122580832139,30.2856572910433,-44.3281468182725,63.1057251147018
"r.superiortemporal_1",-0.000774819962311328,-0.000266462371421666,0.000408013944353764,0.000440616376578588,0.000118621271554827,62.3034332425068,-20.1105177111717,7.45536784741144
"r.supramarginal_1",-0.00119853257067959,-0.00043134324822662,0.000653714969737399,0.000611618840662894,0.0003931872728968,55.5296485524075,-42.2774423285338,41.5054962068432
"r.frontalpole_1",-0.002430740365915,-0.000370284608448617,0.000522729429512852,0.0013624093214807,0.000973605709891768,10.0385582564962,69.3788767812238,-10.674769488684
"r.temporalpole_1",1.99078718522049e-05,-0.000370067897312445,-0.000374607186881689,0.000174816599722586,0.00050497945088568,31.7285968028419,17.4230905861456,-34.9616341030195
"r.transversetemporal_1",-0.00113809192684348,-0.000231018742075033,0.000406653521869249,0.000639168470317861,0.000185404407233425,48.5340453938585,-16.8985313751669,10.7596795727637
"r.insula_1",-0.00077079193188764,-0.000398617297949677,0.000445099059716696,0.00039727050903658,0.000279970798883849,40.5599230346344,-7.39857064321056,9.39307311709731
"r.fusiform_2",-0.00035699958334237,-0.000200187610909034,0.00034358323669081,0.000200033463893978,5.07603173512427e-06,37.3250419228619,-20.7402179988821,-28.1605645612074
"r.inferiorparietal_2",-0.0021600242964465,-0.000554821706693782,0.000864333635799095,0.000926185934120253,0.000827602608001247,42.7460683581464,-73.145942545607,37.4531348291046
"r.inferiorparietal_3",-0.00145478677445829,-0.000637954800674532,0.000597500176855328,0.000674024317221107,0.000736090063324941,46.1415790650861,-71.4627600089465,19.8362782375308
"r.inferiortemporal_2",-0.000839042470099888,-0.000120095638503498,0.000600564090072957,0.000308908829820316,5.41578467585001e-05,58.1493894518057,-48.341647181086,-12.9581709534944
"r.lateraloccipital_2",-0.00113378748592077,-0.000390398815359865,0.000272312112165616,0.000475850221530869,0.000570643555854403,35.1383659294462,-86.1957594589655,-5.48729665509048
"r.lateraloccipital_3",-0.000545435071526956,-8.8244911556435e-05,0.000389219777666536,0.000157493954590376,7.41257318760368e-05,50.2941359950094,-71.5246412975671,3.49625701809108
"r.lateralorbitofrontal_2",-0.00102212591047905,-0.000317064330260778,0.000242351199017699,0.000365993591950089,0.000648344248092044,24.2774065825291,45.7104677060134,-15.9977728285078
"r.lingual_2",-0.000658068912479905,-0.000314763005263483,0.000309000624166292,0.000416147911823922,0.000341745981180265,21.3202319587629,-52.5808634020619,-0.352126288659794
"r.medialorbitofrontal_2",-0.000561833536120515,-0.000132308069960297,0.000174175403886831,0.000150644403993652,0.000353666837473161,7.28682457438934,28.1780162842339,-18.2660991857883
"r.middletemporal_2",-0.000661461663620384,-0.000308722014616628,0.000439823678461341,0.000344948834857698,8.67868698400362e-05,59.7899773108415,-4.36085626911315,-22.3000887836638
"r.postcentral_2",-0.00106290389859952,-0.000539588397999307,0.000362918924956927,0.000694859067404115,0.000468130376405547,42.6182781456954,-24.6761589403974,60.0317880794702
"r.precentral_2",-0.00117389965646303,-0.00052459343236066,0.000419507120143554,0.000788975768041463,0.000508357660719457,51.0511892450879,-1.84074457083764,46.5768700448121
"r.precentral_3",-0.000603878598309472,-0.000352427373300711,0.000443204535305019,0.000563211355013135,-2.29442139317042e-05,29.9019276293541,-16.3358133243152,67.1029759891782
"r.precuneus_2",-0.000653192299631002,-0.000515603825045856,0.000521472197127939,0.000857302696467256,-0.000266949113045934,9.39398301425076,-52.6576939686195,53.4023319418454
"r.rostralmiddlefrontal_2",-0.00114385926252865,-0.000525782951100526,0.000260411705890639,0.000613214575541312,0.000574484752145304,31.5966763706938,61.6732168850073,2.7633430373605
"r.superiorfrontal_2",-0.00093108730451221,4.88033818038539e-05,0.000217831240545439,6.1620337668448e-05,0.000479035975825189,13.7542187157572,43.2377821608591,44.761889108043
"r.superiorfrontal_3",-0.000995940883001652,-0.000222250763746914,0.000175405036895193,0.000392585652019499,0.000616792763113687,11.0866644642661,15.6118268913115,58.4873912564696
"r.superiorfrontal_4",-0.000736926761222796,-0.000138710463390786,0.00024272374034015,0.000208170156807732,0.000384666765266406,23.3033391915641,8.54850615114236,65.3885764499121
"r.superiorparietal_2",-0.00162747975622279,-0.000676523122343693,0.000468495797554834,0.000760871755157527,0.00129459940986749,27.3551227773074,-60.4296359017782,61.4623200677392
"r.superiorparietal_3",-0.00138749853124029,-0.000198465189515591,0.000765655839998525,0.000419206396182751,0.000485421158273214,21.6190159574468,-77.954454787234,40.3631981382979
"r.superiortemporal_2",-0.000105622703247636,-0.000453381201116651,-4.33755983877738e-06,0.000221130861209502,0.000281892601935218,50.8509573269929,10.3100988612189,-15.0506820172694
"r.supramarginal_2",-0.0012022085873359,-0.000522552988187221,0.00062754043476025,0.00074664321735182,0.000355947873284837,59.1759211209133,-27.0446289569279,31.6945511157239
"r.insula_2",-0.000954018307906563,-0.000304512606516258,0.00053700853897506,0.000359250176196582,0.000317805342444064,39.298495155638,13.1917130488559,-3.79901051329623
